title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Acetyl-CoA–dependent processes are preferentially supported by local metabolite synthesis,https://www.science.org/doi/10.1126/sciadv.aee4935,,Science Advances,2026-09-11 00:00:00+00:00,10.1126/sciadv.aee4935,Kathryn E. Wellen,,"The cell nucleus is an active metabolic site. Numerous enzymes best known for their roles in cytosolic or mitochondrial pathways also function in the nucleus, where they contribute to gene regulation and DNA replication and repair. Although metabolites can diffuse through nuclear pores, it remains unclear the extent to which the nucleus and cytosol operate as continuous versus distinct metabolic spaces. Both compartments require acetyl-CoA—for example, for histone acetylation and lipid synthesis—and the acetyl-CoA generating enzyme ATP-citrate lyase (ACLY) resides in both locations, but the significance of its dual localization is incompletely understood. Using cell lines in which ACLY is localized to either compartment, we find that ACLY in either location supports fatty acid synthesis and histone acetylation, yet compartment-localized ACLY enables finer control. Nuclear ACLY preserves histone H3K23 acetylation under glucose limitation and modulates specific transcriptional programs, whereas cytosolic ACLY most efficiently supports lipid biosynthetic fluxes. Thus, local synthesis defines a preferential metabolic fate, providing more precise regulation.",crossref
Dielectric elastomer films with programmed deformation and multifunctionality enabled by patterned electrophoresis of magnetic additive,https://www.science.org/doi/10.1126/sciadv.aei6699,,Science Advances,2026-09-11 00:00:00+00:00,10.1126/sciadv.aei6699,Ye Shi,,"Dielectric elastomers (DEs) are promising artificial muscles for soft robotics and wearable devices due to their large deformation, fast response, high energy density, and light weight. However, conventional DE films exhibit limited deformation modes and lack multifunctionalities. Passive layers, rigid constraints, or multilayered electrode patterning have been used to extend their deformation but often reduce actuation performance and increase structural complexity. Here, we develop patterned electrophoresis of magnetic additives to program deformations in monolithic DE films, achieving bending, twisting, and complex three-dimensional morphing while maintaining high actuation performance. The additives also endow the DE films with multifunctionalities, including magnetic response and electromagnetic wave shielding. By coupling programmed deformations with these functionalities, we demonstrate intelligent soft devices with new functions and controllability such as electric-magnetic co-driven actuation arrays and deformable electromagnetic metasurfaces. This strategy achieves programmable deformations and multifunctionalities in single-layer DE films, opening possibilities for advanced DE applications.",crossref
Metabolic regulation of calcium homeostasis via SERCA succination,https://www.science.org/doi/10.1126/sciadv.aeh2771,,Science Advances,2026-09-11 00:00:00+00:00,10.1126/sciadv.aeh2771,Jongkyeong Chung,,"Although calcium homeostasis is disrupted in metabolic diseases, its metabolic regulation remains unclear. Here, we identify a mechanism by which fumarate suppresses sarco/endoplasmic reticulum (ER) calcium ion–adenosine triphosphatase (SERCA) activity via succination of a conserved cysteine residue, impairing ER calcium uptake and promoting metabolic dysfunction in Drosophila . In mammalian cells, high glucose or fumarate inhibits SERCA activity and increases ER calcium release and cytosolic and mitochondrial calcium levels. Mechanistically, we show that fumarate covalently modifies SERCA2b at Cys875 and that a Cys875Ser mutant resists fumarate-induced inhibition. In Drosophila , knock-in flies with the corresponding Cys875Ser mutation preserve ER calcium homeostasis and are protected from hyperglycemia, glucose intolerance, and reduced survival on a high-sugar diet. These effects are phenocopied by pharmacological fumarate reduction or allosteric SERCA activation. Collectively, these findings suggest that fumarate-mediated SERCA inhibition provides a mechanistic link between glucose metabolism and calcium homeostasis, with potential relevance to metabolic dysfunction.",crossref
Probabilistic inference of homonymous and heteronymous recurrent inhibition in human muscles from large-scale motor neuron recordings,https://www.science.org/doi/10.1126/sciadv.aee9425,,Science Advances,2026-09-11 00:00:00+00:00,10.1126/sciadv.aee9425,François Hug,,"Understanding how spinal circuits shape motor neuron behavior during muscle contractions remains a major challenge. Here, we combined large-scale motor unit recordings with simulation-based inference to generate probabilistic estimates of homonymous and heteronymous recurrent inhibition, a key spinal circuit that has remained largely inaccessible during natural voluntary contractions. We constructed synchronization cross-histograms from motor neuron spike trains and extracted features representative of recurrent inhibition. Because these features are also influenced by higher-frequency components of common synaptic input, we developed a simulation-based inference framework to disentangle these effects. Following validation, we applied this framework to experimental data from six muscles at two contraction intensities, revealing previously uncharacterized muscle- and intensity-dependent patterns: Recurrent inhibition decreased with contraction intensity in most muscles but increased in the vastus lateralis and medialis. The pipeline is openly available and designed for reuse on comparable datasets and for adaptation to diverse experimental contexts, including other spinal circuits.",crossref
Maximizing health benefits through combined adaptation strategies for compound heatwave-ozone pollution events under climate change,https://linkinghub.elsevier.com/retrieve/pii/S2590332226002381,,One Earth,2026-09-11 00:00:00+00:00,10.1016/j.oneear.2026.101837,Tiantian Li,,"Under global warming, compound heatwave-ozone pollution events are increasingly co-occurring and pose greater health risks than single heatwave events, particularly for the elderly. Yet the public can only rely on conventional heatwave adaptation measures as no dedicated strategies exist for compound events, and whether adding compound-event-specific measures is warranted remains unclear. Here, we project excess deaths from compound events across climate scenarios in China and quantify the economic benefits of combined adaptation strategies. Under SSP3-7.0, excess deaths increase 53.7-fold by the 2090s versus the 2010s but decrease by 46% only under SSP1-2.6. Combined strategies could yield up to 48.46 billion US dollars (321.85 billion yuan, 2016 values) in annual health benefits, particularly in the Beijing-Tianjin-Hebei and Central Plains Urban Agglomeration, where they should be prioritized. Our findings provide the first quantitative evidence supporting compound-event-specific adaptation, informing China’s climate adaptation policy.",jina_reader
Microalgal–bacterial consortia for wastewater treatment,https://www.nature.com/articles/s44359-026-00212-y,,Nature Reviews Clean Technology,2026-09-11 00:00:00+00:00,10.1038/s44359-026-00212-y,Shaohu Ouyang,,Microalgal–bacterial consortium systems can be used to treat wastewater while fixing carbon. This Review describes the basis and effectiveness of these systems.,rss_nature
Heterogeneous slab mantle hydration controls the chemical architecture of the Kamchatka arc,https://www.science.org/doi/10.1126/sciadv.aeh1205,,Science Advances,2026-09-11 00:00:00+00:00,10.1126/sciadv.aeh1205,Weidong Sun,,"Fluids released from subducting slabs play an important role in arc magmatism and global volatile cycles, yet resolving their lithological origins and spatial distribution remains a major challenge. Here, we integrate molybdenum (Mo) isotope systematics with improved P-wave tomography across the Kamchatka arc to trace the origins and transport pathways of slab-derived fluids. Arc lavas exhibit δ 98/95 Mo values systematically higher than the depleted mantle and correlate positively with fluid-mobile element enrichment. We identify a distinctive “dumbbell-shaped” isotopic pattern cospatial with prominent low-velocity zones in the mantle wedge. The anomalies further align with regions of marked velocity reductions in the incoming Pacific Plate, indicating that the fluid budget of the volcanic front is directly inherited from heterogeneous serpentinization of the subducting lithospheric mantle prior to subduction. Our results demonstrate that preexisting slab hydration exerts first-order control on subduction zone chemical architecture, providing a predictive framework for understanding global volatile cycling.",crossref
Briefing Chat: The Bunsen burner myth that turns out to be just hot air,https://www.nature.com/articles/d41586-026-02893-8,,Nature,2026-09-11 00:00:00+00:00,10.1038/d41586-026-02893-8,Nick Petrić Howe,,"Nature staff discuss an AI tool that can assess the impact of 9 billion mutations — plus, how the Bunsen burner’s reputation for sterilization might be based on tradition alone.",rss_nature
NSF moves to overhaul funding approach in line with White House priorities,https://www.nature.com/articles/d41586-026-02892-9,,Nature,2026-09-11 00:00:00+00:00,10.1038/d41586-026-02892-9,Dan Garisto,,The major funder of basic science has not said how its new initiatives will be funded — but staff worry streamlined approach will further squeeze cash for core sciences.,rss_nature
"People trust scientists seen to be 'on their side', UK study find",https://www.nature.com/articles/d41586-026-02883-w,,Nature,2026-09-11 00:00:00+00:00,10.1038/d41586-026-02883-w,Chris Simms,,"Politics and personal values influence people’s confidence in scientists, finds new report",rss_nature
Site-selective Au(III)-mediated metalloenzyme conjugations,https://linkinghub.elsevier.com/retrieve/pii/S2451929426003074,,Chem,2026-09-11 00:00:00+00:00,10.1016/j.chempr.2026.103241,Alexander M. Spokoyny,,"Herein, we introduce an operationally simple approach for the direct covalent modification of metalloenzymes via Au(III)-mediated S -arylation chemistry. Using a model class of rubredoxin metalloenzymes containing an Fe or Ni tetrathiolate active site, we demonstrate the site-selective installation of diverse abiotic functional groups by targeting a single solvent-exposed cysteine residue distal to the metal center. The bioconjugation proceeds under mild aqueous conditions, rapidly, and in quantitative yields, while preserving the structural and functional integrity of the enzyme. Detailed structural studies, including the first reported X-ray crystal structure of a cysteine-arylated metalloprotein, illuminate a clear preference for regioselective arylation at solvent-exposed cysteine residues, offering a blueprint for predictable and programmable bioconjugation in complex biomolecules. Furthermore, the arylation operates on multiple classes of metalloenzymes, including zinc fingers and [3Fe-4S] cluster ferredoxin. This work demonstrates a unique power of “backgroundless” Au(III) arylation chemistry, rendering the site-selective bioconjugation of some of the most delicate biomolecules.",jina_reader
Grignard Reagents Unlock Three-Dimensional Nitrogen Heterocycles via Single-Carbon-Atom Insertion,https://pubs.acs.org/jacsat/article/doi/10.1021/jacs.6c08636/5428713/Grignard-Reagents-Unlock-Three-Dimensional,,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-09-11 00:00:00+00:00,10.1021/jacs.6c08636,Mark Gandelman,,"Abstract Nitrogen heterocycles are an integral part of pharmaceuticals, catalysts, and materials, yet most accessible molecular scaffolds remain flat, aromatic rings with limited three-dimensionality. As medicinal chemistry increasingly seeks nonplanar, sp3-rich architectures to improve molecular performance and expand underexplored chemical space, methods that can remodel existing heterocycles into new 3D frameworks are of considerable interest. Here, we introduce a strategy for atom insertion that uses simple nucleophilic reagents─most notably, Grignard reagents─to insert a single carbon atom into azolium rings. This nucleophilic rearrangement converts planar triazolinium salts, derived from alkenes, into a previously inaccessible family of saturated three-dimensional 1,2,4-triazinanes. These underexplored compounds are 3D counterparts of planar 1,2,4-triazines well-represented in pharmaceuticals and bioactive molecules. The method is operationally simple, broadly applicable to cyclic, acyclic, natural, and highly functionalized alkenes, and remarkably tolerant of sensitive groups, including esters, amides, sulfonamides, acetals, phosphates, and alkynes. Mechanistic experiments and density functional theory computations reveal a unique nitrenium-centered pathway. By transforming readily available olefins into complex, nonplanar nitrogen heterocycles in just two steps, this work provides a powerful entry into new heterocyclic space and opens opportunities for late-stage diversification relevant to drug discovery, catalysis, and molecular design.",crossref
